pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.4867,2572.7839,5994.6836,3227.9066,9777.3846,6660.2029,3117.1817,554.7945,0,1737002449
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.4945,126.2001,294.0509,158.3351,0.0000,0.0000,0.0000,-452.3860,0,1736962829
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,1.0070,28.5684,66.5655,35.8430,0.0000,0.0000,0.0000,-102.4084,0,1736980667
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,3524.1842,20743.1530,20441.7938,11007.1197,31654.0031,22955.8323,8698.1709,205.0897,0,1736992979
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,3520.4006,18923.9395,18649.0100,10041.7746,28877.8875,0.0000,28877.8875,187.1029,0,1736981687
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.6789,17821.7170,17562.8007,9456.8927,27195.8985,19919.0405,7276.8580,176.2051,0,1736727179
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,3465.7732,17619.5031,17363.5246,9349.5902,26887.3206,19708.8420,7178.4786,174.2058,0,1737001703
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,0.9816,12810.4490,12624.3371,6797.7200,19548.7153,14709.8978,4838.8175,126.6582,0,1736776487
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,48.7608,9317.1426,9181.7820,4944.0364,14217.9379,11078.6549,3139.2831,92.1195,0,1736843711
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3469.3609,5014.3917,4941.5420,2660.8303,7651.9501,6606.0057,1045.9444,49.5778,0,1736778827
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,3490.0436,4226.9882,4165.5780,2243.0035,6450.3742,5787.5108,662.8634,41.7927,0,1737001691
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0683,4126.0547,4066.1109,2189.4443,6296.3499,5682.5919,613.7581,40.7947,0,1736874791
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0138,2918.5058,2876.1053,1548.6721,4453.6330,4453.6330,0.0000,28.8556,0,1736939495
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,3472.9090,2284.1936,2251.0085,1212.0815,3485.6741,3485.6741,0.0000,22.5841,0,1736884415
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3454.7938,1874.1228,1846.8953,994.4821,2859.9070,2859.9070,0.0000,18.5296,0,1736745011
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,3449.1008,1183.4749,1166.2813,627.9976,1805.9800,1805.9800,0.0000,11.7011,0,1736807471
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,46.1223,1048.4523,1033.2202,556.3493,1599.9357,1599.9357,0.0000,10.3662,0,1736854031
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,3420.5907,802.8053,791.1420,425.9995,1225.0790,1225.0790,0.0000,7.9374,0,1736766371
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,3487.5755,753.3507,742.4060,399.7571,1149.6115,1149.6115,0.0000,7.4485,0,1736509919
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,95803.5885,484.1833,477.1490,256.9264,738.8626,0.0000,738.8626,4.7872,0,1736767523
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,3426.3296,366.5822,361.2564,194.5227,559.4036,0.0000,559.4036,3.6244,0,1737000047
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,4034.5757,335.4638,330.5902,178.0101,511.9170,0.0000,511.9170,3.3168,0,1736998259
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,3438.7400,250.0897,246.4564,132.7073,0.0000,0.0000,0.0000,-379.1636,0,1736463155
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0277,247.4982,243.9025,131.3321,0.0000,0.0000,0.0000,-375.2346,0,1736704727
