pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.4550,1111.6123,783.7772,422.0339,1218.4663,1218.4663,0.0000,12.6553,0,1731228755
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,2615.5255,1026.0227,723.4295,389.5390,1124.6494,1124.6494,0.0000,11.6809,0,1729913471
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,2526.4390,971.5492,685.0213,368.8576,1064.9397,1064.9397,0.0000,11.0607,0,1728717947
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,2560.6602,963.4749,679.3282,365.7921,1056.0892,1056.0892,0.0000,10.9688,0,1730155499
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,1.0222,539.4882,380.3831,204.8217,591.3467,0.0000,591.3467,6.1419,0,1730788763
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1.0154,507.9027,358.1128,192.8299,556.7250,0.0000,556.7250,5.7823,0,1731037487
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1.0135,490.0112,345.4978,186.0373,537.1137,0.0000,537.1137,5.5786,0,1730760167
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,2631.0240,410.8273,289.6667,155.9744,0.0000,0.0000,0.0000,-445.6411,0,1731216095
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,2595.1875,253.9503,179.0556,96.4146,0.0000,0.0000,0.0000,-275.4702,0,1730788403
0xb757ddbc72155c0a41058e148969ba29ba071a2e0000000000000000000006ce,mainnet,balETH/wstETH,2526.4466,182.8195,128.9027,69.4091,0.0000,0.0000,0.0000,-198.3118,0,1731108263
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,2633.6009,143.7651,101.3661,54.5818,0.0000,0.0000,0.0000,-155.9479,0,1731147443
0x8296057edb832feac03269e9fce8304ebcbabcaf00000000000000000000069c,mainnet,B-baoETH-wstETH-BPT,2554.7893,20.8796,14.7218,7.9271,0.0000,0.0000,0.0000,-22.6489,0,1731040871
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,2577.7733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1730788847
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1731212603
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,2546.6002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1719912467
0xc8cf54b0b70899ea846b70361e62f3f5b22b1f4b0002000000000000000006c7,mainnet,ECLP-wstETH-GYD,2511.6659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1730801711
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,12.6974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1727409623
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,2605.3198,4545.2862,7748.2857,4172.1538,11920.4395,8020.8131,3899.6265,0.0000,0,1731192510
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,2607.6463,931.9423,970.7269,522.6991,1505.3050,1361.9686,143.3363,11.8789,0,1731236523
0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118,base,weETH/wETH,2605.6759,321.2148,334.5828,180.1600,518.8371,0.0000,518.8371,4.0943,0,1731290803
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,1.0570,9.9678,10.3826,5.5906,0.0000,0.0000,0.0000,-15.9733,0,1731069449
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,28.7179,3024.9716,894.0787,481.4270,1611.3501,1084.2165,527.1335,235.8445,0,1731298844
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,28.4635,518.6622,153.2989,82.5456,0.0000,0.0000,0.0000,-235.8445,0,1731240063
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,0.4627,9058.3003,3487.6496,1877.9652,6186.2821,4538.2206,1648.0616,820.6673,0,1731301918
0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558,arbitrum,ECLP-weETH-wstETH,2590.2669,4837.9683,1862.7268,1003.0067,3304.0456,2598.8725,705.1730,438.3121,0,1731265864
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,2629.8932,3815.9329,1469.2201,791.1185,2606.0560,2129.2217,476.8342,345.7173,0,1731266855
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,2602.3241,2779.3731,1070.1212,576.2191,1898.1471,1652.8966,245.2505,251.8067,0,1731261075
0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c,arbitrum,ETHx/wstETH,2585.7499,1628.9891,627.1975,337.7217,1112.5030,1112.5030,0.0000,147.5838,0,1731263402
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1.0218,1523.6315,586.6324,315.8790,1040.5500,1040.5500,0.0000,138.0385,0,1731035878
0x7967fa58b9501600d96bd843173b9334983ee6e600020000000000000000056e,arbitrum,ECLP-wstETH-WETH,2578.8815,1419.9695,546.7202,294.3878,969.7550,0.0000,969.7550,128.6469,0,1731283858
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,2616.5994,1332.7274,513.1300,276.3008,910.1738,0.0000,910.1738,120.7429,0,1731261658
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,2599.8093,1192.6740,459.2064,247.2650,814.5257,0.0000,814.5257,108.0543,0,1731295078
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,2587.9029,960.1972,369.6976,199.0679,655.7578,0.0000,655.7578,86.9923,0,1731288845
0xf13758d6edd1937dcb3f4fe75889b579d400299a000000000000000000000595,arbitrum,weETH/wETH,2577.4653,783.1549,301.5323,162.3635,0.0000,0.0000,0.0000,-463.8958,0,1730667391
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL,1.0112,619.8208,238.6450,128.5011,0.0000,0.0000,0.0000,-367.1461,0,1731268528
0x59743f1812bb85db83e9e4ee061d124aaa64290000000000000000000000052b,arbitrum,sUSDe/sFRAX,1.0276,471.8231,181.6625,97.8183,0.0000,0.0000,0.0000,-279.4808,0,1731126356
0x90e6cb5249f5e1572afbf8a96d8a1ca6acffd73900000000000000000000055c,arbitrum,rsETH/wETH,2584.4954,450.6358,173.5049,93.4257,0.0000,0.0000,0.0000,-266.9307,0,1731296219
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,2620.9900,450.5143,173.4582,93.4005,0.0000,0.0000,0.0000,-266.8587,0,1731299185
0x8d58755ca11d2c7273fed72aeb637e38a66c228c00000000000000000000058c,arbitrum,sUSX/USDC,1.0050,356.9697,137.4414,74.0069,0.0000,0.0000,0.0000,-211.4483,0,1731162141
0x125bc5a031b2db6733bfa35d914ffa428095978b000200000000000000000514,arbitrum,ECLP-AUSDC-AUSDT,1.0349,269.3928,103.7223,55.8505,0.0000,0.0000,0.0000,-159.5727,0,1731292118
0xa899c63ba9ff275d6bfc83e43ee8e58ff6987584000200000000000000000594,arbitrum,ECLP-rETH-wstETH,2577.5405,255.9205,98.5352,53.0574,0.0000,0.0000,0.0000,-151.5926,0,1731272413
0xef0c116a2818a5b1a5d836a291856a321f43c2fb00020000000000000000053a,arbitrum,ECLP-WOETH-WETH,2589.6758,242.3898,93.3255,50.2522,0.0000,0.0000,0.0000,-143.5777,0,1731242458
0x38161e9efb8de52d00a1eb0f773223fd28fdd7c20002000000000000000005a0,arbitrum,ECLP-GHO-USDe-rh,1.0003,207.4180,79.8606,43.0019,0.0000,0.0000,0.0000,-122.8625,0,1731293323
0xdfa752ca3ff49d4b6dbe08e2d5a111f51773d3950000000000000000000004e8,arbitrum,sFRAX/FRAX,1.0135,116.0159,44.6687,24.0524,0.0000,0.0000,0.0000,-68.7211,0,1731200716
0x7272163a931dac5bbe1cb5fefaf959bb65f7346f000200000000000000000549,arbitrum,ECLP-GYD-AUSDT,1.0103,44.1615,17.0032,9.1555,0.0000,0.0000,0.0000,-26.1587,0,1731255246
0x6e822c64c00393b2078f2a5bb75c575ab505b55c000200000000000000000548,arbitrum,ECLP-GYD-AUSDC,1.0079,39.7197,15.2930,8.2347,0.0000,0.0000,0.0000,-23.5277,0,1731233264
0xdeeaf8b0a8cf26217261b813e085418c7dd8f1ee00020000000000000000058f,arbitrum,ECLP-sUSDe-GYD,1.0075,32.0283,12.3316,6.6401,0.0000,0.0000,0.0000,-18.9717,0,1731236421
0x6ce1d1e46548ef657f8d7ebddfc4beadb04f72f30002000000000000000005a1,arbitrum,ECLP-wstETH-GYD,2516.0591,9.9292,3.8230,2.0585,0.0000,0.0000,0.0000,-5.8815,0,1731254283
0xca8ecd05a289b1fbc2e0eaec07360c4bfec07b6100020000000000000000051d,arbitrum,2CLP-AUSDC-USDC,1.0189,6.9434,2.6733,1.4395,0.0000,0.0000,0.0000,-4.1128,0,1731251451
0x14abd18d1fa335e9f630a658a2799b33208763fa00020000000000000000051f,arbitrum,2CLP-AUSDT-USDT,1.0167,5.6004,2.1563,1.1611,0.0000,0.0000,0.0000,-3.3173,0,1731287460
0xff38cc0ce0de4476c5a3e78675b48420a851035b000200000000000000000593,arbitrum,ECLP-GHO-GYD-rh,1.0001,4.2299,1.6286,0.8769,0.0000,0.0000,0.0000,-2.5056,0,1731220833
0x46472cba35e6800012aa9fcc7939ff07478c473e00020000000000000000056c,arbitrum,ECLP-GHO-AUSDC,1.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1731211925
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,ANKR:ankrETH,8.9889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1727910783
