pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0x90e6cb5249f5e1572afbf8a96d8a1ca6acffd73900000000000000000000055c,arbitrum,rsETH/wETH,3131.1903,728.3023,383.2599,206.3707,636.0246,0.0000,636.0246,46.3939,0,1733004069
0xf13758d6edd1937dcb3f4fe75889b579d400299a000000000000000000000595,arbitrum,weETH/wETH,3125.7602,703.9585,370.4493,199.4727,614.7652,0.0000,614.7652,44.8432,0,1731883604
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,3167.5965,559.8100,294.5930,158.6270,0.0000,0.0000,0.0000,-453.2200,0,1732731676
0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c,arbitrum,ETHx/wstETH,3136.7839,537.0958,282.6400,152.1907,0.0000,0.0000,0.0000,-434.8307,0,1733008487
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL,1.0135,454.5559,239.2043,128.8023,0.0000,0.0000,0.0000,-368.0067,0,1732893666
0x8d58755ca11d2c7273fed72aeb637e38a66c228c00000000000000000000058c,arbitrum,sUSX/USDC,1.0027,241.1250,126.8890,68.3248,0.0000,0.0000,0.0000,-195.2138,0,1732105215
0x38161e9efb8de52d00a1eb0f773223fd28fdd7c20002000000000000000005a0,arbitrum,ECLP-GHO-USDe-rh,1.0027,187.5047,98.6720,53.1311,0.0000,0.0000,0.0000,-151.8031,0,1732967326
0xef0c116a2818a5b1a5d836a291856a321f43c2fb00020000000000000000053a,arbitrum,ECLP-WOETH-WETH,3129.8078,162.1391,85.3236,45.9435,0.0000,0.0000,0.0000,-131.2671,0,1732995686
0x125bc5a031b2db6733bfa35d914ffa428095978b000200000000000000000514,arbitrum,ECLP-AUSDC-AUSDT,1.0420,131.6721,69.2908,37.3104,0.0000,0.0000,0.0000,-106.6012,0,1732968639
0x46472cba35e6800012aa9fcc7939ff07478c473e00020000000000000000056c,arbitrum,ECLP-GHO-AUSDC,1.0112,69.0634,36.3437,19.5697,0.0000,0.0000,0.0000,-55.9134,0,1732817538
0x6e822c64c00393b2078f2a5bb75c575ab505b55c000200000000000000000548,arbitrum,ECLP-GYD-AUSDC,1.0143,64.7709,34.0849,18.3534,0.0000,0.0000,0.0000,-52.4382,0,1732993845
0x7272163a931dac5bbe1cb5fefaf959bb65f7346f000200000000000000000549,arbitrum,ECLP-GYD-AUSDT,1.0142,37.2276,19.5905,10.5488,0.0000,0.0000,0.0000,-30.1393,0,1733011844
0xdeeaf8b0a8cf26217261b813e085418c7dd8f1ee00020000000000000000058f,arbitrum,ECLP-sUSDe-GYD,1.0145,29.9780,15.7755,8.4945,0.0000,0.0000,0.0000,-24.2701,0,1732977627
0xa899c63ba9ff275d6bfc83e43ee8e58ff6987584000200000000000000000594,arbitrum,ECLP-rETH-wstETH,3116.4185,14.2251,7.4858,4.0308,0.0000,0.0000,0.0000,-11.5166,0,1732744036
0x14abd18d1fa335e9f630a658a2799b33208763fa00020000000000000000051f,arbitrum,2CLP-AUSDT-USDT,1.0206,12.0923,6.3634,3.4265,0.0000,0.0000,0.0000,-9.7899,0,1733014265
0xca8ecd05a289b1fbc2e0eaec07360c4bfec07b6100020000000000000000051d,arbitrum,2CLP-AUSDC-USDC,1.0237,10.8724,5.7215,3.0808,0.0000,0.0000,0.0000,-8.8023,0,1732974027
